cardid	name	type	faction	setcode	setname	no	rules	rarity	def	cost	strikecost	atk	dmgtype	health	all_classes	DeathKnight	Druid	Hunter	Mage	Paladin	Priest	Rogue	Shaman	Warlock	Warrior	instant	race	class	class2	subtype	subtype2	subtype3	subtype4	profession	profession2	block	image	reprinted	classdeck	version	artist	flavour	original	released
321	Divine Justice	Ability	Neutral	BoG	Blood Of Gladiators	42	Exhaust target ready opposing ally. If you do, you may have it deal melee damage equal to its ATK to a second target ally.	c		2										x						Instant				Retribution						3	divine_justice			0	Dany Orizio		0	1
322	Divine Plea	Ability	Neutral	HfI	Hunt For Illidan	58	If you control an Aura, your hero deals 2 unpreventable holy damage to each opposing hero and ally.; If you control a Blessing, draw two cards.; If you control a Seal, ready your hero and all of your weapons.	r		4										x										Holy						2	divine_plea			0	Jaime Jones		0	1
323	Divine Riposte	Ability	Neutral	SoB	Servants of the Betrayer	72	<b>Ongoing:</b> When damage that would be dealt to a hero or ally in your party is prevented, your hero deals that much unpreventable holy damage to its source.	u		6										x										Protection						2	divine_riposte			0	James Zhang	"Turn back now. There is no passage for you here." - Nimaasus the Implacable	0	1
324	Divine Shield	Ability	Neutral	HoA	Heroes of Azeroth	67	Destroy any number of abilities attached to your hero.; Prevent all damage that would be dealt to your hero this turn.; Your hero can't be targeted by opponents this turn.	r		3										x						Instant				Holy						1	divine_shield	Heroes of Azeroth (EA)		97	Matt Dixon		0	1
325	Divine Spirit	Ability	Neutral	HfI	Hunt For Illidan	66	<b>Discipline Hero Required</b>; <b>Ongoing:</b> [Exhaust] -> Draw a card, or ready up to three of your resources.	r		5											x									Discipline	Talent					2	divine_spirit	Hunt For Illidan (EA)		97	Jim Pavelec	When the Light offers gifts, they are all wonderful.	0	1
326	Divine Storm	Ability	Neutral	SW	ScourgeWar	61	<b>Retribution Hero Required</b>;Your hero deals X unpreventable holy damage to each opposing hero and ally that dealt damage this turn, where X is the ATK of a weapon you control.	r		1										x						Instant				Retribution	Talent					4	divine_storm			0	Alex Garner		0	1
327	Dominate	Ability	Neutral	FoH	Fields of Honor	72	As an additional cost to play, destroy an ally in your party. Your hero deals shadow damage equal to that ally's ATK to each opposing hero and ally.	u		4														x						Demonology						3	dominate			0	Chris Seaman		0	1
328	Doom Blossom	Ability	Neutral	BT	Black Temple	18	<b>Traitor Hero Required</b>; Attach to target hero or ally, and put three blossom counters on Doom Blossom.;<b>Ongoing:</b> At the start of your turn, your hero deals 1 shadow damage to attached character for each blossom counter, and then you remove one. If none remain, destroy Doom Blossom.	u		1														x		Instant				Traitor						2	doom_blossom			0	Massive Black		0	1
329	Double Barrel	Ability	Neutral	MoL	March of the Legion	36	<b>Ongoing:</b> Your hero has Ranged dual wield. <i>(Can have a second Ranged weapon. Can strike with a second Ranged weapon during the same combat.)</i>	u		1								x								Instant				Marksmanship						2	double_barrel			0	Graven Tung	Sometimes you need a little extra firepower to get the job done.	0	1
330	Double Time	Ability	Neutral	BoG	Blood Of Gladiators	85	Ready target equipment.	c		2													x		x	Instant				Enhancement	Arms					3	double_time			0	Zoltan Boros and Gabor Szikszai		0	1
331	Dragon's Breath	Ability	Neutral	FoO	Fires of Outland	39	<b>Fire Hero Required</b>;Your hero deals 3 fire damage divided as you choose to any number of target heroes and/or allies. A character dealt damage this way loses all powers this turn.	r		3									x							Instant				Fire	Talent					1	dragons_breath			0	Miguel Coimbra	Seared to imperfection.	0	1
332	Drain Essence	Ability	Neutral	WG	Wrathgate	81	Your hero deals 3 shadow damage to target hero or ally and heals 1 damage from itself for each damage dealt this way.	c		3														x		Instant				Affliction						5	drain_essence	Class Starter Deck 2011 (Spring)	CD2	97	Vance Kovacs		0	1
333	Drain Mana	Ability	Neutral	MoL	March of the Legion	105	<b>Ongoing:</b> At the start of your turn, destroy Drain Mana unless you pay 4.; At the end of your turn, target opponent discards a card and you draw a card.	r		4														x						Affliction						2	drain_mana			0	Mauro Cascioli	Tremendous power comes from a warlock's ability to sustain complex rituals.	0	1
334	Drain Will	Ability	Neutral	DoW	Drums Of War	76	Target player discards a card and you draw a card.	c		2														x						Affliction						3	drain_will			0	Alex Horley	"It's hard to think about anything else when they're tearing at your thoughts." - Deacon Markus Hallow	0	1
335	Draining Poison	Ability	Neutral	WBR	Worldbreaker	87	Attach to target hero or ally that was dealt combat damage by your hero this turn.;<b>Ongoing:</b> At the start of your turn, attached character's controller discards a card.	u		2												x				Instant				Poison	Assassination					5	draining_poison			0	Dave Allsop		0	1
336	Dreamstate	Ability	Neutral	MoL	March of the Legion	20	<b>Balance Hero Required</b>; <b>Ongoing:</b> When you play a Balance ability, draw a card.	r		5							x													Balance	Talent					2	dreamstate	March of the Legion (EA)		97	Daren Bader	Those who walk the Emerald Dream see the waking world more clearly.	0	1
337	Druid Training	Ability	Neutral	MoL	March of the Legion	21	Attach to target friendly ally.; <b>Ongoing:</b> Attached ally has "[Exhaust] -> Exhaust target ally."	u		1							x													Balance						2	druid_training			0	Lars Grant-West		0	1
338	Dual Wield	Ability	Neutral	TDP	Through the Dark Portal	127	<b>Ongoing:</b> Your hero has dual wield. <i>(Can have a second one-handed Melee weapon instead of an Off-Hand equipment. Can strike with a second Melee weapon during the same combat.)</i>	u		1								x				x			x	Instant										1	dual_wield			0	Kev Walker	...but <i>two</i> swords are even mightier than the pen.	0	1
339	Duty Bound	Ability	Neutral	HfI	Hunt For Illidan	106	<b>Ongoing:</b> Your hero is a <b>Protector</b>.; When your hero protects, ready it.	u		2															x					Protection						2	duty_bound			0	Dany Orizio	Warriors fight best when they have someone to fight for.	0	1
340	Eagle Eye	Ability	Neutral	HoA	Heroes of Azeroth	37	Look at the top four cards of your deck. Put one into your hand and the rest on the bottom of your deck.	u		2								x								Instant				Beast Mastery						1	eagle_eye			0	Tom McWeeney		0	1
341	Eagle Sight	Ability	Neutral	DoW	Drums Of War	96	Look at the top two cards of your deck. Put one into hand and the other on the bottom of your deck.	c		1								x					x			Instant				Beast Mastery	Enhancement					3	eagle_sight			0	Dan Scott		0	1
342	Earth and Moon	Ability	Neutral	WBR	Worldbreaker	33	<b>Balance Hero Required</b>; <b>Ongoing:</b> If a hero or ally you control would deal arcane <i>([Arcane]) or nature ([Nature])</i> damage, it deals that much +2 instead.	r		3							x													Balance	Talent					5	earth_and_moon	Class Starter Deck 2011 (Fall)	CD3	97	Efrem Palacios		0	1
343	Earth and Sky	Ability	Neutral	MoL	March of the Legion	22	Choose one: Your hero deals 4 nature damage to target hero or ally; or your hero deals 2 arcane damage to target hero or ally and you draw a card.	c		4							x													Balance						2	earth_and_sky			0	Miguel Coimbra		0	1
344	Earth Elemental Totem	Ability	Neutral	TDP	Through the Dark Portal	92	<b>Totem</b> <i>(Can be attacked or targeted like an ally.)</i>; Put an Earth Elemental ally token with 2 ATK, 2 health, and <b>protector</b> into play.; <b>Ongoing</b>	r		2				1									x			Instant				Earth Totem (1)	Enhancement					1	earth_elemental_totem	Archive		97	Kunkka	"I have conscripted the very land to fight."	0	1
345	Earth Mother's Blessing	Ability	Neutral	SoB	Servants of the Betrayer	38	Attach to target ally.; <b>Ongoing:</b> Attached ally had +3 ATK / +3 health.; When attached ally is destroyed, draw a card.	c		3							x									Instant				Restoration						5	earth_mothers_blessing	Class Starter Deck 2011 (Fall),Servants of the Betrayer (EA)	CD3	97	Raven Mimura	"From nature comes everything. Those who appreciate that may partake of its bounty." - Archdruid Hamuul Runetotem	0	1
346	Earth Shield	Ability	Neutral	FoO	Fires of Outland	75	<b>Restoration Hero Required</b>; Earth Shield enters play with four shield counters. ; <b>Ongoing:</b> When your hero is dealt combat damage, remove a shield counter, and your hero heals 3 damage from itself. When the last counter is removed, destroy Earth Shield.	r		3													x			Instant				Restoration	Talent					1	earth_shield			0	Mauro Cascioli		0	1
347	Earth Shock	Ability	Neutral	FoO	Fires of Outland	76	Your hero deals 4 nature damage to target hero or ally. If you targeted a hero, you may interrupt an ability card played by its controller.	r		4													x			Instant				Elemental						4	earth_shock	Class Starter Deck 2010,Fires of Outland (EA),Archive	CD1	97	Kevin Chin	Concussion beats concentration.	0	1
348	Earthbind Totem	Ability	Neutral	HoA	Heroes of Azeroth	107	<b>Totem</b> <i>(Can be attacked or targeted like an ally.)</i>; <b>Ongoing:</b> Opposing allies can't ready during their controller's ready step.	u		2				1									x			Instant				Earth Totem (1)	Elemental					1	earthbind_totem			0	Ariel Olivetti	"Amusing, that those who do not embrace the land will be themselves embraced by it."	0	1
349	Earthen Blast	Ability	Neutral	WBR	Worldbreaker	95	Your hero deals 4 nature damage to target ally. ;;<b>Stash</b> <i>(As this enters your resource row, you may have it enter face up. Immediately turn it face down.)</i>: Your hero deals 2 nature damage to target hero.	u		5													x							Elemental						5	earthen_blast			0	Luca Zontini		0	1
350	Earthen Embrace	Ability	Neutral	WBR	Worldbreaker	96	Attach to target ally, and your hero heals all damage from it. <b>Ongoing:</b> Attached ally has +2 ATK.	c		2													x			Instant				Elemental						5	earthen_embrace			0	Andrea Uderzo	"It is a blessing to be able to stand in the presence of Therazane." - Malaxia Wizwhirl	0	1
351	Earthen Flurry	Ability	Neutral	FoH	Fields of Honor	62	Target a hero or ally, and you may target an additional character for each Totem you control. Your hero deals 4 melee damage to each target.	c		5													x							Enhancement						3	earthen_flurry			0	Jonboy Meyers		0	1
352	Earthrend Weapon	Ability	Neutral	MoL	March of the Legion	92	Attach to one of your Melee weapons.; <b>Ongoing:</b> Attached weapon has +7 ATK.	r		7													x							Enhancement						2	earthrend_weapon			0	Karl Richardson		0	1
353	Earth's Bounty	Ability	Neutral	MoL	March of the Legion	93	Put target card from your graveyard into your hand.	c		3													x							Restoration						5	earths_bounty	Class Starter Deck 2010,Class Starter Deck 2011 (Spring)	CD1, CD2	97	James Zhang	"The earth speaks to me. It will grant me what I need."	0	1
354	Echo of the Elements	Ability	Neutral	MoL	March of the Legion	94	If an opposing ally would deal any type of damage, it deals shadow damage instead.	r		3													x							Elemental						2	echo_of_the_elements			0	James Zhang		0	1
355	Echo Totem	Ability	Neutral	BoG	Blood Of Gladiators	62	<b>Ongoing:</b> At the start of your turn, you may remove a non-ongoing ability card in your graveyard from the game. If you do, you can play that card without paying its cost this turn.	r		4				1									x							Air Totem (1)	Elemental					3	echo_totem			0	Raymond Swanland		0	1
356	Echoes of the Shifting Sands	Ability	Neutral	TDP	Through the Dark Portal	140	Each player reveals his deck, puts all revealed ally cards into play, and then shuffles his deck.	e		15					All	x	x	x	x	x	x	x	x	x	x											1	echoes_of_the_shifting_sands			0	UDON	The combined armies of the Alliance and the Horde stood ready at the Scarab Wall, awaiting the ringing of the gong that would free the evils sealed behind it.	0	1
357	Eclipse	Ability	Neutral	SoB	Servants of the Betrayer	79	<b>Traitor Hero Required</b>; <b>Ongoing:</b> When damage is healed from an opposing hero or ally, your hero deals double that much shadow damage to that character.	u		5											x					Instant				Traitor						2	eclipse			0	Ben Young	"I will eclipse the Holy Light with the shadow of fear." - Remba, Abbess of Ash	0	1
358	Elemental Focus	Ability	Neutral	HoA	Heroes of Azeroth	108	<b>Elemental Hero Required</b>; <b>Ongoing:</b> You pay 1 less to play Elemental abilities, to a minimum of 1.	r		2													x							Elemental	Talent					1	elemental_focus			0	Torstein Nordstrand		0	1
359	Elemental Precision	Ability	Neutral	SoB	Servants of the Betrayer	98	<b>Elemental Hero Required</b>;<b>Ongoing:</b> If a hero or ally in your party would deal nature [Nature] damage, it deals double that much instead.	r		7													x							Elemental	Talent					5	elemental_precision	Class Starter Deck 2011 (Spring)	CD2	97	James Zhang	Nature cannot be mastered. But with patience, it can be persuaded.	0	1
360	Elemental Shield	Ability	Neutral	ICE	Icecrown	68	<b>Ongoing:</b> This ability enters play with three water counters. [Exhaust] -> Ready a resource you control for each water counter, then remove a water counter. If none remain, then destroy this ability.	c		4													x							Restoration						4	elemental_shield			0	Gonzalo Ordonez		0	1
361	Elemental Vision	Ability	Neutral	WBR	Worldbreaker	97	Look at the top three cards of your deck. Put one into your hand and the rest into your graveyard.	c		2													x			Instant				Enhancement						5	elemental_vision			0	Lars Grant-West	"Commune with the elements, and you may gain sight beyound sight." - Bragvi Stormstein	0	1
362	Elemental Weapons	Ability	Neutral	FoH	Fields of Honor	63	<b>Enhancement Hero Required</b>; <b>Ongoing:</b> Each of your weapons becomes a [Nature] weapon and has +X ATK, where X is its cost.	r		4													x							Enhancement	Talent					3	elemental_weapons			0	Peter Mohrbacher		0	1
363	Elements' Fury	Ability	Neutral	MoL	March of the Legion	95	Your hero deals 3 nature damage to target hero and 3 nature damage to target ally.	c		3													x							Elemental						6	elements_fury	Class Starter Deck 2011 (Fall),Champion Decks,Archive	CD3	97	Justin Sweet		0	1
364	Embolism	Ability	Neutral	ICE	Icecrown	90	Target player discards X cards, where X is the cost of a non-hero Priest or Rogue you control.	u		4											x	x								Shadow	Subtlety					4	embolism			0	Lucas Graciano		0	1
